name,slug,threadcount,palette,colors_hex,symmetric,thread_total,verification,confirmed_by
Casely of Mannerston (Personal),casely-of-mannerston-personal,R/4 G2 R2 G46 K44 G8 B/100,B#2C2C80 G#006818 K#101010 R#C80000,#C80000|#006818|#101010|#2C2C80,yes,308,B_one_independent_archive,tartans-authority
Casey (Personal),casey-personal,R/10 A4 PB32 K26 DY26 K4 W/6,R#C80000 A#5C8CA8 PB#9058D8 K#101010 DY#E8C000 W#E0E0E0,#C80000|#5C8CA8|#9058D8|#101010|#E8C000|#E0E0E0,yes,200,B_one_independent_archive,tartans-authority
Casey Dress (Estimated threadcount),casey-dress-estimated-threadcount,K8 R2 K2 R2 K2 R16 WW4 R16 K2 R2 K2 R2 K8 WW28 R4 WW28 K8 WW8 K16 WW6 K16 WW8 K8 WW28 Y4 WW28,R#C80000 Y#E8C000 K#101010 WW#FCFCFC,#101010|#C80000|#FCFCFC|#E8C000,no,258,C_dual_register_scrape,
Casey of West Virginia (Personal),casey-of-west-virginia-personal,G/16 MY4 BN4 MY4 BN8 G36 R4 BN24 WW/4,G#007800 MY#C88C00 WW#FCFCFC BN#14283C R#C80000,#007800|#C88C00|#14283C|#C80000|#FCFCFC,yes,188,B_one_independent_archive,tartans-authority
Caskie,caskie,W/6 K2 LB50 R14 G24 K2 Y/6,G#006818 R#C80000 W#E0E0E0 Y#E8C000 K#101010 LB#2888C4,#E0E0E0|#101010|#2888C4|#C80000|#006818|#E8C000,yes,196,B_one_independent_archive,tartans-authority
Caspari,caspari,R/8 G20 R8 G20 R30 Y4 R/16,G#006818 R#C80000 Y#E8C000,#C80000|#006818|#E8C000,yes,188,B_one_independent_archive,tartans-authority
Castle Fraser Check,castle-fraser-check,DG/12 DO3 DG/60,DG#004C00 DO#C02000,#004C00|#C02000,yes,78,C_dual_register_scrape,
Castle Stewart,castle-stewart,W/8 K4 DR8 K4 DR42 K6 B8 K6 O/14,W#E0E0E0 K#101010 DR#880000 B#2C2C80 O#D87C00,#E0E0E0|#101010|#880000|#2C2C80|#D87C00,yes,178,B_one_independent_archive,tartans-authority
Catalan (92 Olympics),catalan-92-olympics,YT44 DR6 YT6 DR6 YT6 DR6 YT6 DR6 YT44 FSB3 YT3 G3 YT3 LN3,DR#880000 G#006818 LN#C0C0C0 FSB#2474E8 YT#D8B000,#D8B000|#880000|#2474E8|#006818|#C0C0C0,no,145,B_one_independent_archive,tartans-authority
Catalan Dance,catalan-dance,Y/2 R2 Y2 K4 DG24 R4 DB12 R24 A4 R4 A4 R4 DB4 R24 DB24 K/4,Y#E8C000 R#C80000 DG#003820 A#5C8CA8 K#101010 DB#1C1C50,#E8C000|#C80000|#101010|#003820|#1C1C50|#5C8CA8,yes,286,C_dual_register_scrape,
Cates Armigers (Personal),cates-armigers-personal,DG/40 R16 DG40 Y16 G40 K/10,DG#003820 R#C80000 Y#E8C000 G#006818 K#101010,#003820|#C80000|#E8C000|#006818|#101010,yes,274,B_one_independent_archive,tartans-authority
Cates Dress,cates-dress,R/2 K2 Y2 K10 DN40 Y14 K40 R18 K40 R4 W2 Y/4,R#DC0000 K#101010 Y#E8C000 DN#505050 W#E0E0E0,#DC0000|#101010|#E8C000|#505050|#E0E0E0,yes,350,B_one_independent_archive,tartans-authority
Cates Hunting,cates-hunting,DG/46 R14 G50 Y10 DG34 K10 Y2 W2 R/2,DG#002814 G#005020 R#DC0000 Y#E8C000 K#101010 W#E0E0E0,#002814|#DC0000|#005020|#E8C000|#101010|#E0E0E0,yes,292,B_one_independent_archive,tartans-authority
Cathcart,cathcart,G/16 ZR2 G2 ZR14 G12 NB42 DW8 G/16,G#006818 NB#003C64 DW#B8B8B8 ZR#A00000,#006818|#A00000|#003C64|#B8B8B8,yes,192,B_one_independent_archive,tartans-authority
Cathro,cathro,P/36 B24 W4 MG16 P/8,P#5A008C B#2C4084 W#E0E0E0 MG#003C14,#5A008C|#2C4084|#E0E0E0|#003C14,yes,132,C_dual_register_scrape,
"Cavalier, Blue",cavalier-blue,AA/80 AK20 FG4 AK4 W4 AK6 OG16 AA12 AK4 AA8 W/4,AK#1C1C1C FG#A07C58 OG#5C6428 W#E0E0E0 AA#789484,#789484|#1C1C1C|#A07C58|#E0E0E0|#5C6428,yes,240,B_one_independent_archive,tartans-authority
"Cavalier, Brown",cavalier-brown,FG/80 AK20 AA4 AK4 W4 AK6 OG16 FG12 AK4 FG8 W/4,AK#1C1C1C FG#A07C58 OG#5C6428 W#E0E0E0 AA#789484,#A07C58|#1C1C1C|#789484|#E0E0E0|#5C6428,yes,240,B_one_independent_archive,tartans-authority
"Cavalier, Green",cavalier-green,OG/80 AK20 FG4 AK4 W4 AK6 ZR16 OG12 AK4 OG8 W/4,AK#1C1C1C FG#A07C58 OG#5C6428 ZR#A00000 W#E0E0E0,#5C6428|#1C1C1C|#A07C58|#E0E0E0|#A00000,yes,240,B_one_independent_archive,tartans-authority
"Cavalier, Red",cavalier-red,FG/80 AK20 AA4 AK4 W4 AK6 RR16 FG12 AK4 FG8 W/4,AK#1C1C1C FG#A07C58 W#E0E0E0 AA#789484 RR#901C38,#A07C58|#1C1C1C|#789484|#E0E0E0|#901C38,yes,240,B_one_independent_archive,tartans-authority
"Cavan, County",cavan-county,K/6 R18 K8 T18 TK6 T18 K8 G52 K4 TK/6,K#101010 TK#8C7038 R#C80000 G#006818 T#604000,#101010|#C80000|#604000|#8C7038|#006818,yes,276,B_one_independent_archive,tartans-authority
Cawte of Middlebanknock (Personal),cawte-of-middlebanknock-personal,WG/26 Y32 WW8 Y8 R8 Y8 K40 Y16 R/16,K#101010 R#C80000 WW#FCFCFC Y#E8C000 WG#408060,#408060|#E8C000|#FCFCFC|#C80000|#101010,yes,282,B_one_independent_archive,tartans-authority
Celtic Combat,celtic-combat,W/4 R6 G36 K16 R40 K/4,W#E0E0E0 G#005010 K#101010 R#C04C08,#E0E0E0|#C04C08|#005010|#101010,yes,204,C_dual_register_scrape,
Celtic Football Club,celtic-football-club,YY/2 K8 LG3 G112 K4 G12 K12 G8 LG40 WW/2,YY#FFFF00 K#000000 G#007800 WW#FCFCFC LG#289C18,#FFFF00|#000000|#289C18|#007800|#FCFCFC,yes,402,C_dual_register_scrape,
Celtic Football Club (1996),celtic-football-club-1996,DG/10 G6 DG32 K4 DG8 K24 G8 DG4 LN10 DG4 G32 DG4 K4 Y/6,DG#003014 K#000000 LN#C8C8C8 G#007800 Y#E8C000,#003014|#007800|#000000|#C8C8C8|#E8C000,yes,296,C_dual_register_scrape,
Celtic Football Club (2005),celtic-football-club-2005,DG/12 HG6 DG44 K4 DG8 K28 HG10 K6 LY10 K6 HG40 K8 GO/8,LY#C4BC68 K#101010 GO#BC8C00 HG#285800 DG#003820,#003820|#285800|#101010|#C4BC68|#BC8C00,yes,360,B_one_independent_archive,tartans-authority
Celtic Pride,celtic-pride,LO/8 G86 K44 G16 K4 WW4 GO6 G/20,GO#BC8C00 WW#FCFCFC G#006818 LO#EC8048 K#101010,#EC8048|#006818|#101010|#FCFCFC|#BC8C00,yes,348,B_one_independent_archive,tartans-authority
Celtic Women International,celtic-women-international,W/6 K24 G24 K16 LP24 B4 LP4 B32 R/6,K#101010 LP#B468AC G#006818 R#C80000 B#2C2C80 W#E0E0E0,#E0E0E0|#101010|#006818|#B468AC|#2C2C80|#C80000,yes,268,B_one_independent_archive,tartans-authority
"Celts, Tartan of the",celts-tartan-of-the,Y12 K6 Y6 B18 R18 B24 R24 G90 K6 R6 K6 R12,G#006818 B#2C2C80 R#C80000 K#101010 Y#E8C000,#E8C000|#101010|#2C2C80|#C80000|#006818,no,228,B_one_independent_archive,tartans-authority
Center,center,K/100 B4 K26 W2 K26 B10 G30 R/4,K#101010 G#005020 R#DC0000 W#E0E0E0 B#2C4084,#101010|#2C4084|#E0E0E0|#005020|#DC0000,yes,300,B_one_independent_archive,tartans-authority
Central Newcastle School,central-newcastle-school,LVP/5 P9 K59 P9 N59 P9 LVP/10,LVP#C49CD8 P#780078 K#101010 N#888888,#C49CD8|#780078|#101010|#888888,yes,305,C_dual_register_scrape,
Centrica Energy,centrica-energy,LG/8 DB24 P10 DB22 LB4 DB53 O6 DB79 W/12,DB#00008C P#F6A4D5 LB#6CA6CD O#EE9A00 W#FCFCFC LG#86C67C,#86C67C|#00008C|#F6A4D5|#6CA6CD|#EE9A00|#FCFCFC,yes,416,B_one_independent_archive,tartans-authority
Cercle de Fermières de Saint-Élie d'Orford,cercle-de-fermieres-de-saint-elie-dorford,R/12 Y6 B48 R6 G42 Y6 R/12,B#1464F4 G#00C957 R#FF0000 Y#FCEC94,#FF0000|#FCEC94|#1464F4|#00C957,yes,240,C_dual_register_scrape,
Ceredigion (Personal),ceredigion-personal,R/8 DN96 WG8 DN8 WG/40,WG#C0C4A0 R#B44440 DN#5C5C5C,#B44440|#5C5C5C|#C0C4A0,yes,272,B_one_independent_archive,tartans-authority
Cetoloni (Personal),cetoloni-personal,B4 K24 Y4 K24 R48 B4,K#101010 Y#E8C000 R#C80000 B#2C2C80,#2C2C80|#101010|#E8C000|#C80000,no,108,B_one_independent_archive,tartans-authority
Chafee of Glenmary (Personal),chafee-of-glenmary-personal,KK/4 KK4 KK32 KK30 YZ4 DG32 KK4 DG32 WW4 KK34 BB8 ARR12 KK6 YZ/4,BB#00008C KK#000000 YZ#9C9C00 DG#004C00 WW#C8C8C8 ARR#C80000,#000000|#9C9C00|#004C00|#C8C8C8|#00008C|#C80000,yes,412,B_one_independent_archive,tartans-authority
Chakraa,chakraa,K/14 LB76 G14 K4 G14 K4 G14 LT42 K6 G8 K/6,K#101010 G#006818 LB#2888C4 LT#A08858,#101010|#2888C4|#006818|#A08858,yes,384,B_one_independent_archive,tartans-authority
Chalet,chalet,G16 R64 K20 R200 G16 CW4,G#007800 K#000000 CW#FCFCFC R#C80000,#007800|#C80000|#000000|#FCFCFC,no,320,B_one_independent_archive,tartans-authority
"Chalk, Robert (Personal)",chalk-robert-personal,NB/4 B4 LB52 BG4 LB2 BG24 W10 SG22 NB10 W10 NB/4,B#3D3134 BG#23321B NB#433A5A W#E5E0D2 LB#AFB8BB SG#B6BE8F,#433A5A|#3D3134|#AFB8BB|#23321B|#E5E0D2|#B6BE8F,yes,284,C_dual_register_scrape,
Chapman (Personal),chapman-personal,K/72 HG4 K4 HG4 K36 MP36 K6 WW6 K6 MP36 K36 HG4 K4 HG4 K36 MP36 K6 R/6,WW#FCFCFC MP#9C68A4 HG#285800 K#101010 R#C80000,#101010|#285800|#9C68A4|#FCFCFC|#C80000,yes,606,B_one_independent_archive,tartans-authority
Charleston Police Department,charleston-police-department,K/6 DB71 DP50 LN18 DP6 GO10 DP/22,K#101010 AW#E8CCB8 GO#BC8C00 DB#202060 LN#A0A0A0 DP#440044,#101010|#202060|#440044|#A0A0A0|#BC8C00|#E8CCB8,yes,338,B_one_independent_archive,tartans-authority
Chartered Accountants of Scotland,chartered-accountants-of-scotland,K/6 AB6 K6 AB60 G72 S4 G6 DY/8,AB#1870A4 K#101010 DY#E8C000 G#006818 S#C8002C,#101010|#1870A4|#006818|#C8002C|#E8C000,yes,322,C_dual_register_scrape,
Chartered Institute of Bankers,chartered-institute-of-bankers,Y5 K34 N5 K5 N8 K5 N56 LSB5 N5 LSB36 Y5 LSB36 N5 LSB5 N56 K5 N8 K5 N5 K34,Y#E8C000 K#101010 N#808080 LSB#98D0F0,#E8C000|#101010|#808080|#98D0F0,no,328,C_dual_register_scrape,
Chateau,chateau,DR/8 KK4 DGG24 ZR16 KK12 DGG12 DR4 DGG12 KK12 ZR/144,DR#488CC0 KK#000000 DGG#484800 ZR#306084,#488CC0|#000000|#484800|#306084,yes,344,B_one_independent_archive,tartans-authority
Chattahoochee River,chattahoochee-river,WW/6 DR6 K6 DR20 AB14 B16 G8 B6 G6 B6 G26 MY/6,K#101010 DR#880000 G#006818 MY#D09800 WW#FCFCFC B#2C2C80 AB#1870A4,#FCFCFC|#880000|#101010|#1870A4|#2C2C80|#006818|#D09800,yes,240,B_one_independent_archive,tartans-authority
Chattan (brown stripe variation),chattan-brown-stripe-variation,R/72 K4 W2 G36 W2 LT4 Y4 R6 K2 R6 Y4 LT4 W2 A36 K10 R8 Y10 LT4 W/4,R#DC0000 K#101010 W#E0E0E0 G#005020 LT#BE7832 Y#E8C000 A#3C82AF,#DC0000|#101010|#E0E0E0|#005020|#BE7832|#E8C000|#3C82AF,yes,364,A_two_plus_independent_archives,weddslist; house-of-tartan
Chattan (variation),chattan-variation,R/22 K2 W2 G8 W2 Y2 R2 K2 R2 Y2 W2 G8 W2 K2 R2 Y/6,R#DC0000 K#101010 W#E0E0E0 G#005020 Y#E8C000,#DC0000|#101010|#E0E0E0|#005020|#E8C000,yes,108,B_one_independent_archive,weddslist
"Chaudhri, Zafar Iqbal",chaudhri-zafar-iqbal,P/26 R16 W10 G48 W10 R20 W10 R/20,R#72393F G#23321B W#F9F5EF P#3D2E60,#3D2E60|#72393F|#F9F5EF|#23321B,yes,274,C_dual_register_scrape,
Cheape of Torosay,cheape-of-torosay,B/12 K2 B2 K2 B2 K12 G12 A4 G12 K12 B12 K2 B/4,B#2C4084 K#101010 G#005020 A#3C82AF,#2C4084|#101010|#005020|#3C82AF,yes,164,C_dual_register_scrape,
Chelsea,chelsea,KK/16 ZR120 BDY12 ZR12 KK24 BG144 BDY4 BG8 R8 BG8 LG/8,KK#000000 ZR#70000C BDY#C89800 BG#0C5454 LG#688C28 R#C80000,#000000|#70000C|#C89800|#0C5454|#C80000|#688C28,yes,704,B_one_independent_archive,tartans-authority
Cherokee,cherokee,WG/8 A4 WG18 K8 WG4 R12 RB24 WW/4,K#101010 DG#003820 RB#1C0070 R#C80000 WW#FCFCFC A#5C8CA8 WG#408060,#408060|#5C8CA8|#101010|#C80000|#1C0070|#FCFCFC|#003820,yes,152,B_one_independent_archive,tartans-authority
Cherry Valley New York,cherry-valley-new-york,LN/4 R4 LN30 K32 FG4 LB4 FG4 LB4 FG20 R4 CAG20 LB4 CAG4 LB4 CAG4 K32 LN4 R4 LN4 R4 LN/32,LB#3474FC FG#146400 R#880000 K#000000 LN#8C8C8C CAG#283C00,#8C8C8C|#880000|#000000|#146400|#3474FC|#283C00,yes,416,B_one_independent_archive,tartans-authority
Chess,chess,K/6 W6 K48 DB6 K6 DG48 K6 DB48 K6 DG6 K48 W6 K/6,K#101010 W#FCFCFC DB#000040 DG#004000,#101010|#FCFCFC|#000040|#004000,yes,480,C_dual_register_scrape,
"Chicago, University of",chicago-university-of,LN/6 DR60 K16 DR4 K4 DR8 K4 DR64 K4 DR8 K4 DR4 K16 DR/60,DR#880000 K#000000 LN#C8C8C8,#C8C8C8|#880000|#000000,yes,458,C_dual_register_scrape,
Chieftain,chieftain,Y/4 KK16 BB8 KK40 WW4 BB8 WW40 BB4 WW16 Y/4,KK#000000 BB#00008C WW#F4F8D0 Y#E8C000,#E8C000|#000000|#00008C|#F4F8D0,yes,280,C_dual_register_scrape,
Chieftain's,chieftains,B/32 BG32 K4 KR4 YY4 B8 BG8 K4 KR4 YY4 B32 BG/32,K#101010 KR#C80000 YY#D8D898 BG#549C68 B#1870A4,#1870A4|#549C68|#101010|#C80000|#D8D898,yes,272,B_one_independent_archive,tartans-authority
"Chieftain, The",chieftain-the,B/34 DR12 Y4 DR12 K4 WW4 K4 WW20 K2 WW4 K2 Y/6,B#00008C Y#C88C00 K#000000 WW#FCFCFC DR#880000,#00008C|#880000|#C88C00|#000000|#FCFCFC,yes,176,B_one_independent_archive,tartans-authority
"Child, The",child-the,MP20 K2 MG8 K2 MP20 R8 MP20 K2 LC8 K2 MP20 Y8,MG#003800 R#880000 Y#C88C00 K#000000 MP#944090 LC#C82800,#944090|#000000|#003800|#880000|#C82800|#C88C00,no,120,B_one_independent_archive,tartans-authority
Childers,childers,W6 K8 G26 K8 WG16 K88 WG16 K8 G26 K8,W#E0E0E0 K#101010 WG#408060 G#006818,#E0E0E0|#101010|#006818|#408060,no,210,C_dual_register_scrape,
Childers (Gurkha Rifles),childers-gurkha-rifles,R/6 K8 OG28 K8 G17 K88 G17 K8 OG28 K/8,K#000000 G#004C00 R#C80000 OG#5C6428,#C80000|#000000|#5C6428|#004C00,yes,418,C_dual_register_scrape,
Children In Need,children-in-need,W8 K40 Y40 K8 Y40 K40 W8 K40 LR40 K8 LR40 K40 W8 K40 LB40 K8 LB40 K40,W#E0E0E0 K#101010 LR#E08070 Y#E8C000 LB#2888C4,#E0E0E0|#101010|#E8C000|#E08070|#2888C4,no,528,B_one_independent_archive,tartans-authority
Chinese Scottish,chinese-scottish,Y6 R48 LG12 R6 LG6 B12 W2 B2 W4 B116 W4 B2 W2 B12 LG6 R6 LG12 R48,Y#E8C000 R#C80000 LG#289C18 B#2C2C80 W#E0E0E0,#E8C000|#C80000|#289C18|#2C2C80|#E0E0E0,no,306,C_dual_register_scrape,
Chinzei Keiai School,chinzei-keiai-school,W/4 G4 DR6 G32 BN4 K4 BN32 LP6 DR/6,K#101010 BN#14283C DR#880000 LP#B468AC W#E0E0E0 G#006818,#E0E0E0|#006818|#880000|#14283C|#101010|#B468AC,yes,186,B_one_independent_archive,tartans-authority
Chisholm,chisholm,R/2 G24 B2 G4 B2 G4 B12 R48 WW2 R/12,R#C80000 G#006818 WW#FCFCFC B#2C2C80,#C80000|#006818|#2C2C80|#FCFCFC,yes,210,A_two_plus_independent_archives,weddslist; house-of-tartan
Chisholm #2,chisholm-2,R/2 G24 K2 G4 K2 G4 B12 R48 W2 R/12,R#DC0000 G#005020 K#101010 B#2C4084 W#E0E0E0,#DC0000|#005020|#101010|#2C4084|#E0E0E0,yes,210,C_dual_register_scrape,
Chisholm Colonial,chisholm-colonial,R/2 B24 G2 B6 G2 B6 G12 LT48 W2 NB/12,R#C80000 NB#003C64 B#0C585C G#006818 LT#A08858 W#E0E0E0,#C80000|#0C585C|#006818|#A08858|#E0E0E0|#003C64,yes,218,C_dual_register_scrape,
Chisholm Hunting,chisholm-hunting,C/6 G32 B4 G6 B4 G6 B14 C64 W4 C/14,C#960028 G#005020 B#2C4084 W#E0E0E0,#960028|#005020|#2C4084|#E0E0E0,yes,288,A_two_plus_independent_archives,weddslist; house-of-tartan
Chisholm Hunting #2,chisholm-hunting-2,R/6 G30 DB6 G6 DB6 G6 DB12 T60 WW6 T/10,G#006818 T#604000 DB#202060 R#C80000 WW#FCFCFC,#C80000|#006818|#202060|#604000|#FCFCFC,yes,280,C_dual_register_scrape,
Chisholm of Strathglass,chisholm-of-strathglass,R/8 AG24 BL6 AG6 BL6 AG6 BL12 R72 WW4 R/14,K#101010 AG#003820 R#C80000 WW#FCFCFC BL#2C2C80,#C80000|#003820|#2C2C80|#FCFCFC|#101010,yes,294,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
"Chisholm, The",chisholm-the,BL/4 R12 G32 R12 BL8 WW4 BL8 R/48,R#C80000 WW#FCFCFC G#006818 BL#1474B4,#1474B4|#C80000|#006818|#FCFCFC,yes,204,C_dual_register_scrape,
"Chisholm, The (MacGregor-Hastie)",chisholm-the-macgregor-hastie,R/8 G42 BL6 R8 BL6 G6 BL12 R74 WW4 R/24,R#C80000 WW#FCFCFC BL#1474B4 G#006818,#C80000|#006818|#1474B4|#FCFCFC,yes,348,B_one_independent_archive,weddslist
Christian Dewar (Personal),christian-dewar-personal,SAB/32 TC4 SAB4 TC4 SAB4 TC12 GN26 CDY4 GN/6,SAB#00248C GN#142814 TC#3C0000 CDY#A08C28,#00248C|#3C0000|#142814|#A08C28,yes,154,C_dual_register_scrape,
Christian Dress (Personal),christian-dress-personal,R6 WW4 B54 K38 WW54 P4 Y6,R#C80000 B#2C2C80 K#101010 P#780078 Y#E8C000 WW#FCFCFC,#C80000|#FCFCFC|#2C2C80|#101010|#780078|#E8C000,no,166,B_one_independent_archive,tartans-authority
Christian Hunting (Personal),christian-hunting-personal,R/6 G4 B54 K38 G54 P4 Y/6,R#C80000 B#2C2C80 K#101010 P#780078 Y#E8C000 G#006818,#C80000|#006818|#2C2C80|#101010|#780078|#E8C000,yes,320,C_dual_register_scrape,
Christie,christie,R/24 WW8 R24 G36 K4 WW8 K4 Y8 K16 RB16 K8 RB8 R/24,G#004C00 K#000000 RB#00008C R#C80000 WW#FCFCFC Y#E8C000,#C80000|#FCFCFC|#004C00|#000000|#E8C000|#00008C,yes,328,B_one_independent_archive,tartans-authority
Christie (London),christie-london,W/10 R50 A36 G8 K4 Y/10,W#FCFCFC R#FF0000 A#82CFFD G#008B00 K#101010 Y#FFE600,#FCFCFC|#FF0000|#82CFFD|#008B00|#101010|#FFE600,yes,216,B_one_independent_archive,tartans-authority
Christie (London) Hunting,christie-london-hunting,VDG/120 W22 R10 B10 K2 Y/8,VDG#1E2925 W#A2A093 R#8B2316 B#47426A K#101010 Y#A37A28,#1E2925|#A2A093|#8B2316|#47426A|#101010|#A37A28,yes,216,B_one_independent_archive,tartans-authority
Christmas Hill Game Farm,christmas-hill-game-farm,T/10 LT40 ZR6 DG26 T26 P6 PB/6,T#4C3400 LT#A08858 ZR#A00000 DG#004828 P#500050 PB#00C8C8,#4C3400|#A08858|#A00000|#004828|#500050|#00C8C8,yes,224,B_one_independent_archive,tartans-authority
Christmas Morning,christmas-morning,G/6 R24 G30 R4 W2 DB60 W2 G4 R/4,R#FF0000 G#008B00 W#FCFCFC DB#000080,#008B00|#FF0000|#FCFCFC|#000080,yes,262,C_dual_register_scrape,
Cian of Ely,cian-of-ely,LB/76 B8 AA8 LB38 B16 TK36 PH16 LB36 AA8 B8 GO/8,LB#3C78C8 TK#C4B48C PH#8C008C GO#C89800 B#2C2C80 AA#789484,#3C78C8|#2C2C80|#789484|#C4B48C|#8C008C|#C89800,yes,432,C_dual_register_scrape,
Citadel Military Academy,citadel-military-academy,R/6 K4 LB36 RB20 DW6 RB4 DW4 RB10 DW4 RB4 DW6 RB20 LB36 K4 Y/6,K#101010 LB#2888C4 RB#1C0070 Y#E8C000 R#C80000 DW#B8B8B8,#C80000|#101010|#2888C4|#1C0070|#B8B8B8|#E8C000,yes,328,B_one_independent_archive,tartans-authority
City Building (Glasgow) LLP,city-building-glasgow-llp,K/6 DN12 K16 LN4 K16 DN6 K10 DN72 K4 DN/6,K#101010 N#888888 LN#A0A0A0 DN#5C5C5C,#101010|#5C5C5C|#A0A0A0|#888888,yes,292,B_one_independent_archive,tartans-authority
City Of Dorval,city-of-dorval,G/8 W2 K6 W2 T4 W2 K6 W2 T4 W2 K6 W2 G6 B28 R2 Y/4,R#FF3333 Y#FFFF00 G#669900 T#996600 W#FFFAFA B#3366CC K#000000,#669900|#FFFAFA|#000000|#996600|#3366CC|#FF3333|#FFFF00,yes,160,C_dual_register_scrape,
City of Armadale,city-of-armadale,G/8 R4 G4 R58 G30 K6 G4 K4 G4 K/42,K#101010 S#C80028 ZZ#808080 R#C80000 G#006818,#006818|#C80000|#101010|#C80028|#808080,yes,278,B_one_independent_archive,tartans-authority
City of Barrie,city-of-barrie,AB/100 R6 AB8 K16 N8 K4 Y6 K4 R24 W4 R8 AB/8,AB#1870A4 K#101010 N#888888 R#C80000 W#E0E0E0 Y#E8C000,#1870A4|#C80000|#101010|#888888|#E8C000|#E0E0E0,yes,284,B_one_independent_archive,tartans-authority
City of Edinburgh (2001),city-of-edinburgh-2001,K6 WW8 K6 WW8 K6 R36 G2 N36 R2 LB36 WW2 G36 K2 N36 LB2 R36,WW#FCFCFC N#888888 R#C80000 G#006818 LB#2888C4 K#101010,#101010|#FCFCFC|#C80000|#006818|#888888|#2888C4,no,260,B_one_independent_archive,tartans-authority
City of Kincardine,city-of-kincardine,G/6 DB32 G32 AL12 DB72 G/8,B#2C2C80 G#006818 SB#A8ACE8 LSB#98C8E8 AL#48A4C0 DB#202060,#006818|#202060|#48A4C0|#2C2C80|#A8ACE8|#98C8E8,yes,310,B_one_independent_archive,tartans-authority
City of Rome Pipe Band,city-of-rome-pipe-band,Y/6 B6 K6 B45 K88 O6 M/12,B#2C2C80 M#901C38 O#D87C00 Y#E8C000 NB#003C64 K#101010,#E8C000|#2C2C80|#101010|#D87C00|#901C38|#003C64,yes,320,B_one_independent_archive,tartans-authority
Clack (Personal),clack-personal,DB/8 G34 DG2 B4 K12 G4 DG24 G4 K12 B4 DG2 B36 W/4,W#E0E0E0 K#101010 B#2C2C80 DG#003820 G#006818 DB#202060,#202060|#006818|#003820|#2C2C80|#101010|#E0E0E0,yes,288,B_one_independent_archive,tartans-authority
Cladish,cladish,LT/10 BL4 LT54 AW32 AY2 TK54 AY5 TK/10,TK#8C7038 AY#DC943C LT#A08858 AW#E8CCB8 BL#1474B4,#A08858|#1474B4|#E8CCB8|#DC943C|#8C7038,yes,322,B_one_independent_archive,tartans-authority
Clan Inebriated,clan-inebriated,N/4 RB8 K24 P8 N4 K4 N4 P8 K/84,K#101010 N#888888 P#780078 RB#1C0070,#888888|#1C0070|#101010|#780078,yes,208,C_dual_register_scrape,
Clan MacLeod Societies of Canada,clan-macleod-societies-of-canada,G/8 W4 B8 W58 R58 K8 Y4 K/8,K#101010 Y#FFE600 R#DC0000 W#FCFCFC B#1C0070 G#289C18,#289C18|#FCFCFC|#1C0070|#DC0000|#101010|#FFE600,yes,296,B_one_independent_archive,tartans-authority
Clan Pipers Frankfurt and District Pipe Band,clan-pipers-frankfurt-and-district-pipe-band,NB/43 K4 NB4 K4 NB4 K26 R32 K4 W10 K4 R32 K26 NB32 K4 R/10,NB#000080 K#101010 R#FF0000 W#FCFCFC,#000080|#101010|#FF0000|#FCFCFC,yes,425,C_dual_register_scrape,
Clanedin / Commonwealth,clanedin-commonwealth,DR/6 KK16 WW4 KK6 WW4 KK4 WW12 BB6 WW12 ET4 WW4 ET6 WW4 ET8 BDY20 WW/6,DR#880000 KK#000000 WW#C8C8C8 BB#00008C ET#64340C BDY#C89800,#880000|#000000|#C8C8C8|#00008C|#64340C|#C89800,yes,232,C_dual_register_scrape,
"Clanranald, MacDonald of",clanranald-macdonald-of,WB/32 WS4 WB4 WS14 WB62 WS4 KK64 W6 WG62 WS14 WG4 WS4 WG/32,WB#000048 WS#C80000 WG#004028 KK#000000 W#C8C8C8,#000048|#C80000|#000000|#C8C8C8|#004028,yes,548,B_one_independent_archive,tartans-authority
Clans of Caledonia,clans-of-caledonia,B/4 G5 P3 G5 B46 P42 W4 P/4,W#E0E0E0 P#780078 G#006818 K#101010 B#2C2C80,#2C2C80|#006818|#780078|#E0E0E0|#101010,yes,218,C_dual_register_scrape,
Clare (Prince George) (Personal),clare-prince-george-personal,NB/10 Y10 T26 RG82 R/6,R#C82828 T#5D321F Y#E0A126 RG#649848 NB#433A5A,#433A5A|#E0A126|#5D321F|#649848|#C82828,yes,252,C_dual_register_scrape,
"Clare, County",clare-county,DR/6 DP28 DG28 DP4 DR28 DP4 DR28 DG28 DP4 YT/6,DG#003820 DP#440044 DR#880000 YT#D8B000,#880000|#440044|#003820|#D8B000,yes,316,B_one_independent_archive,tartans-authority
Clark,clark,B/8 W8 B38 K38 W8 K38 W8 B14 W8 B22 W/8,B#2C4084 K#101010 W#E0E0E0,#2C4084|#E0E0E0|#101010,yes,380,A_two_plus_independent_archives,weddslist; house-of-tartan
Clark (Clerke / Clergy / Priest),clark-clerke-clergy-priest,A/8 B20 A8 B14 A8 K30 A8 K30 B28 A8 K/8,A#3C82AF B#2C4084 K#101010,#3C82AF|#2C4084|#101010,yes,324,B_one_independent_archive,weddslist
Clark Clerk(e),clark-clerke,B/48 K16 G16 K16 M/48,B#2C4084 K#101010 G#005020 M#781C38,#2C4084|#101010|#005020|#781C38,yes,192,C_dual_register_scrape,
