name,slug,threadcount,palette,symmetric,thread_total,sources_verifying,verified_by,colour_agreement,primary_source,dissenting_sources,origin_url,stwr_ref,sta_ref,designer,tartan_date,register_category,restrictions,seo_search_volume
Buchanan Old Dress,buchanan-old-dress,K/80 W50 K20 Y16 K6 Y16 K20 R50 W/8,K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; R#DC0000 RED;,yes,444,3,Scottish Register of Tartans; House of Tartan; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=430,1254,,Unknown,,Clan; Family,,
Buie,buie,XR/8 K12 XR/72,XR#C80000 SCARLET; K#000000 BLACK;,yes,104,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=436,1590,1590,Unknown,01/01/1968,Clan; Family,,
Bundanoon,bundanoon,B/34 R6 G110 B6 G8 B6 G8 DY6 W/10,W#FCFCFC CLEAR; DY#E8C000 GOLD; G#003820 GREEN; R#C80000 BASIC RED; B#2C2C80 BLUE;,yes,344,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,2/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=438,2641,2641,"Rocca, Peter",27/11/1999,District,Yes. This tartan is owned by the Bundanoon Highland Gathering Committee.,
Burberry (Genuine),burberry-genuine,K/18 W18 K18 LT60 R/6,K#101010 BLACK; LT#B8A47C LIGHT BROWN; R#C80000 RED; W#F8F4D0 WHITE;,yes,216,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=440,1239,1239,Unknown,01/01/1920,Corporate,,
Cairngorm,cairngorm,DN/4 W4 Y14 N28 DN4 W/4,DN#5C5C5C DARKGREY; Y#D4D07C YELLOW; W#FCFCFC WILSONWHITE; N#888888 GRAY;,yes,108,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=462,1314,1314,"Wyness, Fenton",01/01/1963,District,,
Caithness,caithness,K/2 LT6 K4 LY4 K6 LT10 K16 LT4 N16 R6 K4 N4 K4 R6 DT/56,K#101010 BLACK; DT#441800 DARK BROWN; N#888888 GREY; LT#A08858 LIGHT BROWN; LY#C4BC68 LGT YELLOW; R#C80000 RED;,yes,238,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=465,2466,2466,"Mann, Trudi",01/01/1995,District,,
Cala Homes (Corporate),cala-homes-corporate,T/3 DY6 B18 K8 DB24 DY/5,T#604000 BROWN; B#2C2C80 BLUE; K#101010 BLACK; DB#202060 DARK BLUE; DY#E8C000 GOLD;,yes,120,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=466,2527,2527,Kinloch Anderson Ltd,01/02/1999,Corporate,Yes. For the corporate use of Cala Homes.,
Campbell of Glenlyon,campbell-of-glenlyon,BL/4 K2 BL14 K12 G/14,G#006818 GREEN; K#101010 BLACK; DB#202060 DARK BLUE; DG#003820 DARK GREEN; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE;,yes,74,3,Scottish Register of Tartans; House of Tartan; Weddslist,2/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5456,14,14,Unknown,,Clan; Family,Yes.,
"Campbell, 42nd Dress (Balhousie)",campbell-42nd-dress-balhousie,BL/4 K2 BL16 K14 WG16 K4 WG16 K14 W6 BL6 W30 K4 W/6,K#101010 BLACK; B#2C2C80 BLUE; HG#285800 HUNTING GREEN; W#E0E0E0 WHITE; BL#1474B4 BALMORAL BLUE; WG#408060 WTHRD GREEN;,yes,266,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=531,20,20,Unknown,01/01/2002,Other,,
"Campbell, Marquis of Lorne",campbell-marquis-of-lorne,P/6 K6 G4 K22 G3 K3 G32 Y3 G3 WW3 G3 R3 G32 K3 G3 K22 G4 K/6,K#101010 BLACK; G#006818 GREEN; P#780078 PURPLE; R#C80000 RED; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW;,yes,310,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=533,18,18,Unknown,01/01/1871,Commemorative,,
"Campbell, New Louden",campbell-new-louden,LT/18 WW4 MP4 LT4 R10 K4 R10 LT4 MP4 WW4 G24 WW4 LT10 DB4 LB4 LT10 WW4 R/50,K#101010 BLACK; DB#202060 DARK BLUE; G#006818 GREEN; LB#2888C4 LIGHT BLUE; LT#A08858 LIGHT BROWN; MP#9C68A4 MAUVE; R#C80000 RED; WW#FCFCFC WILSON WHITE;,yes,284,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=534,11,11,Wilsons of Bannockburn,01/01/1840,Military,,
Canadian Centennial,canadian-centennial,R/6 W12 R4 DG64 DB72 K4 DB8 Y/4,K#101010 BLACK; Y#D09800 M YELLOW; R#C80000 RED; W#E0E0E0 WHITE; DG#003820 DARK GREEN; DB#202060 DARK BLUE;,yes,338,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=543,1704,1704,"Bottomly, Arthur A",01/01/1966,Commemorative,,
Canadian Fancy,canadian-fancy,B/6 G24 B24 G12 T50 G/8,B#5C8CA8 AZURE; T#604000 BROWN; G#006818 GREEN;,yes,234,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=547,124,124,"Weiser, David",01/01/1970,District,,
Caribou,caribou,W/4 WR16 K4 LB12 K4 N16 RB4 N16 K4 LB12 K4 LG16 LB4 LG16 K4 LB12 K4 WR16 W/4,K#101010 BLACK; N#888888 GREY; LB#2888C4 LIGHT BLUE; LG#289C18 LIGHT GREEN; RB#1C0070 ROYAL BLUE; W#E0E0E0 WHITE; WR#680028 WINE RED;,yes,336,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=561,2056,2056,"MacKenzie, Elizabeth",01/01/1990,District,,
Carlisle Ancient,carlisle-ancient,FSB/44 MY8 DR4 MY8 DR/4,DR#880000 DARK RED; FSB#2474E8 FS BLUE; MY#D09800 M YELLOW;,yes,88,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=563,680,680,"Justus, Christopher",01/01/1988,Clan; Family,,
Carrick,carrick,R/56 DB24 R6 G40 ER2 G4 ER2 G4 R/14,ER#981C70 CARMINE; DB#202060 DARK BLUE; R#C80000 RED; G#006818 GREEN;,yes,234,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,2/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=575,1389,1389,"Galt, Arthur",01/01/1930,District,,
Casely,casely,R/16 G44 K44 G8 B44 OG/12,OG#446428 OLIVE GREEN; B#506878 BLUE; G#30644C GREEN; K#101010 BLACK; R#C80000 BASIC RED;,yes,308,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=586,2146,2146,"Lindley, Harry for Kinloch Anderson Ltd",01/01/1990,Name,,
Cleland,cleland,K/4 A72 G24 WW6 R/4,R#C80000 RED; WW#F8F8F8 WILSON WHITE; G#397D02 GREEN; A#36648B AZURE; K#101010 BLACK;,yes,212,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,2/3,Scottish Register of Tartans,House of Tartan,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=673,2181,6639,"Hocknull,John",01/12/1989,Name,,
Clifford,clifford,BN/20 K6 G6 K16 ET18 K6 ET20 BG6 ET56 G6 K6 WW6 K/6,K#101010 BLACK; BN#14283C BLUE GREY; ET#4C0000 EARTH; BG#0098A0 TEAL; WW#FCFCFC WILSON WHITE; G#006818 GREEN;,yes,330,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=687,2662,2662,"Clifford, Linda",01/01/1999,Clan; Family,,
College of Radiographers,college-of-radiographers,K/30 MY4 K20 RB36 DW/6,RB#00008C BLUE; MY#C88C00 YELLOW; DW#C8C8C8 WHITE; K#101010 BLACK;,yes,156,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=710,1274,1274,"Scarlett MBE, Jamie",01/01/1988,Corporate,,
Conroy (Personal),conroy-personal,DR/128 K20 MY8 DCR10 LN4 K4 RB6 MY/8,RB#00008C BLUE; G#007800 GREEN; DR#8C0000 RED; MY#C88C00 YELLOW; K#000000 BLACK; LN#C8C8C8 WHITE; SB#788CB4 AZURE; P#64008C PURPLE; DCR#A00048 CRIMSON;,yes,240,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=747,1626,1626,Conroy,01/01/1986,Name,,
Contrecoeur,contrecoeur,B/10 M26 WW6 M14 Y20 T2 G4 Y4 SW4 M2 SW4 Y4 G4 T2 Y/20,B#2C2C80 BLUE; SW#FCFCFC GREY; G#006818 GREEN; T#604000 BROWN; Y#E8C000 YELLOW; WW#FCFCFC WILSON WHITE; M#901C38 MARROON;,yes,222,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=748,2294,2294,"Asselin, Madeleine",01/01/1992,District,,
Cook,cook,DG/24 HS12 DG12 R30 K2 R2 K/4,K#101010 BLACK; DG#003820 DARK GREEN; HS#048888 HSA BLUE; R#C80000 RED;,yes,144,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5151,,3403,"Cook, Richard",,Name,,
Cooke (Personal),cooke-personal,K/24 LB8 B48 G32 S20 K8 G/12,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; LB#2888C4 LIGHT BLUE; S#C8002C SCARLET;,yes,268,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=751,2130,2130,"Cooke, Bob",01/01/1993,Name,,
Cooper Dress (Dalgliesh #1) (Dance),cooper-dress-dalgliesh-1-dance,NB/4 LV8 R4 WW52 NB6 WW4 NB6 K20 LV6 NB4 LV6 G18 NB2 K2 NB42 LV6 NB4 R/4,WW#FCFCFC; LV#C49CD8; R#C80000; G#006818; NB#2C2C80; K#101010;,yes,388,3,Scottish Tartans Authority; House of Tartan; Weddslist,3/3,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/75/,,,,,,,
Cowan of Inveresk (Personal),cowan-of-inveresk-personal,R/8 G32 WW4 K30 B30 K4 B4 Y/4,G#004C00 DARK GRN; K#000000 BLACK; RB#000088 BALMORAL; GO#9C9C00 YELLOW; Y#E8C000 YELLOW; B#2C2C80 BLUE; WW#FCFCFC WILSON WHITE; R#C80000 RED;,yes,220,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=781,1549,1549,Lochcarron of Scotland,01/01/1982,Name,,
Craigmoor,craigmoor,K/4 R16 B4 K4 R4 K12 T4 G12 Y/2,K#101010 BLACK; R#DC0000 RED; B#2C4084 BLUE; T#503C14 BROWN; G#005020 MOD GREEN; Y#E8C000 YELLOW;,yes,118,3,Scottish Register of Tartans; House of Tartan; Weddslist,1/3,Scottish Register of Tartans,Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=788,1147,8087,,,Fashion,,
Crawford,crawford,C/12 LN4 C60 G24 C6 G24 C/6,C#A00048 CRIMSON; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY;,yes,254,3,Scottish Register of Tartans; Scottish Tartans Authority; House of Tartan,2/3,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=799,1515,1515,"Sobieski Stewarts, The",01/01/1842,Clan; Family,,
Dalwhinnie,dalwhinnie,G/70 Y6 LN28 VG56 LN5 VG11 LN5 VG11 R/12,G#004C00 DARK GREEN; R#C80000 RED; LN#A0A0A0 LIGHT GRAY; VG#288028 VERDANT; Y#FFD700 YELLOW;,yes,326,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=884,1018,1018,"Dalgety, Jack",01/01/1982,Fashion,,
Danzas,danzas,B6 AB4 B80 AB34 Y2 AB6 Y8,Y#E8C000 YELLOW; AB#1870A4 ANC BLUE; B#2C2C80 BLUE;,no,140,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=888,2666,2666,,01/02/2000,Corporate,,
"Davidson, Half",davidson-half,K/6 G44 B6 G6 B38 R/6,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED;,yes,200,3,Scottish Register of Tartans; House of Tartan; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=897,1076,1076,Unknown,01/01/2002,Clan; Family,Yes.,
Dege of Saville Row,dege-of-saville-row,T/44 DB4 T12 B4 DB36 R/4,R#C80000 BASIC RED; B#2C2C80 BLUE; DB#202060 DARK BLUE; T#604000 BROWN;,yes,160,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=907,2112,2112,"Lambert, Mary",01/01/2002,Corporate,,
Devon 2000,devon-2000,B/48 G8 DG4 G16 DG4 G8 B24 G6 XR44 DY6 LB16 G6 XR44 DY/12,LB#2888C4 LIGHT BLUE; DY#E8C000 GOLD; XR#C80000 BASIC RED; DG#003820 DARK GREEN; G#006818 GREEN; B#2C2C80 BLUE;,yes,432,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=921,2614,2614,"Hek, Gail",20/05/1999,Fashion,,
Devon Companion,devon-companion,N/20 B16 Y4 B16 K16 OT16 WW/4,N#888888 GREY; K#101010 BLACK; OT#603800 OLIVE BROWN; B#2C2C80 BLUE; Y#E8C000 YELLOW; WW#FCFCFC WILSON WHITE;,yes,160,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=922,1283,1283,"Sheard, Roy",01/01/1984,Fashion,,
Diana Hunting Plaid,diana-hunting-plaid,R/4 LB6 DB4 LB12 G22 W4 G4 R4 G4 T14 LB6 T/92,R#DC0000 RED; LB#0596FA LIGHT BLUE; DB#080848 BLUE; G#005020 MOD GREEN; W#E0E0E0 WHITE; T#503C14 BROWN;,yes,256,3,Scottish Register of Tartans; House of Tartan; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=929,1318,,,,Fashion,,
Drambuie,drambuie,W/6 DR36 K48 LT4 K5 DY/6,DY#E8C000 GOLD; LT#A08858 LIGHT BROWN; K#101010 BLACK; DR#880000 DARK RED; W#E0E0E0 WHITE;,yes,198,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=972,2474,2474,Kinloch Anderson Ltd,01/01/1998,Corporate,Yes. Corporate tartan of the Drambuie Liqueur Co Ltd.,
Drambuie Dress,drambuie-dress,W/6 T36 K48 XR4 K5 DY/6,DY#E8C000 GOLD; XR#C80000 BASIC RED; K#101010 BLACK; T#604000 BROWN; W#E0E0E0 WHITE;,yes,198,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=973,2485,2485,Kinloch Anderson Ltd,01/07/1998,Corporate,Yes. Corporate tartan of the Drambuie Liqueur Co Ltd.,
Drummond of Perth Dress,drummond-of-perth-dress,R/80 Y2 K4 N2 W30 R10 K10 N10 W/2,R#DC0000 RED; Y#E8C000 YELLOW; K#101010 BLACK; N#808080 MISSING COLOUR; W#E0E0E0 WHITE;,yes,218,3,Scottish Register of Tartans; House of Tartan; Weddslist,3/3,Scottish Register of Tartans,Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=989,1717,,,,Clan; Family,,
Duchess of Edinburgh,duchess-of-edinburgh,A/24 K8 R8 K8 Y4 K10 B8 K16 B20 K8 G64 R8 G64 A16 K16 Y4 K4 W4 K4 G24 R16 K4 R10 W4 R10 K4 R16 G24 K4 W4 K4 Y4 K16 A16 R/24,A#3C82AF BLUE; K#101010 BLACK; R#DC0000 RED; Y#E8C000 YELLOW; B#2C4084 BLUE; G#005020 MOD GREEN; W#E0E0E0 WHITE;,yes,916,3,Scottish Register of Tartans; House of Tartan; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1001,358,,,,Corporate,,
Duncan,duncan,K/8 G42 W6 G42 DB42 R/8,W#E0E0E0 WHITE; DB#202060 DARK BLUE; K#101010 BLACK; R#C80000 RED; G#006818 GREEN;,yes,280,3,Scottish Register of Tartans; Scottish Tartans Authority; House of Tartan,3/3,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1025,1112,1112,,01/01/1880,Clan; Family,,
Dundee Wallace,dundee-wallace,R/8 CLR4 C4 K6 R20 A16 WW4 P16 WW16 P16 WW4 A16 K36 Y8 WW4 K4 WW4 Y8 G86 WW4 R/104,A#5C8CA8 AZURE; K#101010 BLACK; CLR#E87878 CORAL; C#A00048 CRIMSON; G#006818 GREEN; P#780078 PURPLE; R#C80000 RED; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW;,yes,664,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1039,1648,1648,Wilsons of Bannockburn,01/01/1819,Fashion,,
Dunlop Dress,dunlop-dress,WW/6 B2 WW60 B2 PH56 WW2 PH2 WW/6,B#2C2C80 BLUE; PH#6C0070 HEATHER; WW#FCFCFC WILSON WHITE;,yes,260,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1046,1784,1784,,01/01/1982,Clan; Family,,
Durie (Personal),durie-personal,DB/48 DR4 DB4 DR4 DB4 DR16 G48 Y4 G/8,G#006818 GREEN; DB#202060 DARK BLUE; DR#880000 DARK RED; Y#E8C000 YELLOW;,yes,224,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,House of Tartan,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1053,2228,2228,"Lindley, Harry for Kinloch Anderson Ltd",01/01/1994,Name,Yes. A restricted design for the Durie family.,
Dutch Dress,dutch-dress,K/2 ST24 K24 AA2 W24 R/4,AA#789484 ANC AZURE; K#101010 BLACK; R#C80000 RED; ST#98481C SHALE BROWN; W#E0E0E0 WHITE;,yes,154,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1055,1133,1133,"Cargill, John",01/01/1965,District,,
Elgin-Landshut,elgin-landshut,R/8 RB48 G8 K8 G8 K8 G48 K8 LB8 K8 RB24 K24 G24 WW/8,K#101010 BLACK; G#006818 GREEN; RB#1C0070 ROYAL BLUE; R#C80000 RED; WW#F8F8F8 WILSON WHITE; LB#2888C4 LIGHT BLUE;,yes,464,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1098,2364,2364,Johnstons of Elgin,01/04/1997,Corporate,,
Ensign of Ontario,ensign-of-ontario,DG/42 K2 R8 K2 T42 DG6 T6 DG6 T42 DG6 GO8 DG42 T6 DG6 T/6,T#604000 BROWN; K#101010 BLACK; R#C80000 RED; DG#003820 DARK GREEN; GO#BC8C00 DARK GOLD;,yes,412,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1114,2032,2032,"Gillespie, Elsie",01/01/1968,Fashion,,
Ewing,ewing,K/92 R12 K4 R48 K4 R/12,R#DC0000 RED; K#101010 BLACK;,yes,240,3,Scottish Register of Tartans; Scottish Tartans Authority; House of Tartan,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11082,,,"Ewing, John Thor",29/05/2014,Clan; Family,Yes. This tartan is woven to order by Lochcarron on behalf of Clan Ewing. All weavers must seek permission from John Thor Ewing as registrant and copyright holder.,
Forbo Nairn,forbo-nairn,A/8 G32 K28 B48 R/8,R#C80000 RED; B#2C2C80 BLUE; K#101010 BLACK; G#006818 GREEN; A#5C8CA8 AZURE;,yes,232,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1226,2298,2298,Kinloch Anderson Ltd,01/11/1995,Corporate,Yes. Corporate tartan for Forbo Nairn.,
Forsyth (Clan),forsyth-clan,K/8 G44 Y4 K32 BL36 R/8,Y#E8C000; BL#1474B4; K#000000; R#C80000; G#007800;,yes,248,3,Scottish Tartans Authority; House of Tartan; Weddslist,2/3,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/1122/,,,,,,,
Fort William,fort-william,G/34 A4 OG4 A4 K42 A4 K6 G60 K4 A4 K/8,A#5C8CA8 AZURE; K#101010 BLACK; OG#9C9C00 OLIVE GREEN; G#5C6428 GREEN;,yes,306,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1237,699,699,Wilsons of Bannockburn,01/01/1819,District,,
Forth,forth,B/8 K6 B46 K18 G4 A4 G4 A4 G16 K4 DY/6,DY#E8C000 GOLD; A#5C8CA8 AZURE; G#006818 GREEN; K#101010 BLACK; B#2C2C80 BLUE;,yes,226,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1238,2602,2602,Geoffrey (Tailor) Highland Crafts,01/01/1999,Clan; Family,,
Fraser Arisaid,fraser-arisaid,NB/6 LN4 NB20 G20 LN64 G20 LN4 NB6 LN4 NB/28,G#006818 GREEN; LN#C0C0C0 LIGHT GREY; NB#003C64 NAVY BLUE;,yes,318,3,Scottish Register of Tartans; House of Tartan; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1250,615,615,"Dalgliesh, D C",01/01/2002,Clan; Family,Yes. Prepared for weaving by D C Dalgliesh Ltd.,
"Fraser Gathering, Red (1997)",fraser-gathering-red-1997,WW/4 R48 G4 DB10 R8 G22 R4 DB24 R/4,DB#202060 DARK BLUE; G#006818 GREEN; R#C80000 RED; WW#FCFCFC WILSON WHITE;,yes,248,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1256,2361,2361,House of Edgar - Macnaughton Holdings Ltd.,01/01/1997,Commemorative,,
Fraser Red Dress,fraser-red-dress,W/8 R20 W50 G38 DR8 B36 R/8,W#E0E0E0 WHITE; R#DC0000 RED; G#005020 MOD GREEN; DR#960000 RED; B#2C4084 BLUE;,yes,320,3,Scottish Register of Tartans; House of Tartan; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1266,1427,,,,Clan; Family,,
Fraser Yellow,fraser-yellow,R/4 W4 Y54 G28 Y4 B28 Y/4,R#DC0000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW; G#005020 MOD GREEN; B#2C4084 BLUE;,yes,244,3,Scottish Register of Tartans; House of Tartan; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1268,1709,,,,Clan; Family,,
Galloway Dress (Yellow Line),galloway-dress-yellow-line,HG/4 R2 B32 R32 B2 Y/4,B#2C2C80 BLUE; HG#285800 HUNTING GREEN; R#C80000 RED; Y#E8C000 YELLOW;,yes,144,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1303,850,850,"Hannay, John",01/01/1950,District,,
Gammell (Personal),gammell-personal,A/64 BR6 A6 BR6 A6 BR20 G48 M/6,G#006818 GREEN; M#901C38 MAROON; BR#B03000 BRICK RED; A#5C8CA8 AZURE;,yes,254,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1311,597,597,Thomas/Mackie,01/01/1965,Name,Yes.,
Gayre Arisaidh,gayre-arisaidh,B/40 G10 K10 W44 B10 W44 K4 Y4 K4 R12 G8 W8 G6 R8 K4 Y/4,B#2C4084 BLUE; G#005020 MOD GREEN; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; R#DC0000 RED;,yes,396,3,Scottish Register of Tartans; House of Tartan; Weddslist,3/3,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1320,176,,,,Clan; Family,,
